zincid;molecular_formula;binding_energy;charge;2D;binding_energy AD4;standard deviation
ZINC001169424555;C22H3N6O;-10,1;0;img/ZINC001169424555.jpg;-5,15;0,2
ZINC000101409985;C29H2N8O3;-12,1;0;img/ZINC000101409985.jpg;-6,93;0,36
ZINC000096282506;C27HN9O3S;-10,3;0;img/ZINC000096282506.jpg;-5,67;0,07
ZINC000784924615;C19H3FN7O5;-10,4;0;img/ZINC000784924615.jpg;-5,1;0,27
ZINC001170234755;C17H3N8O;-10,1;-1;img/ZINC001170234755.jpg;-5,34;0,02
ZINC001174852961;C22HN6O2;-10,3;-1;img/ZINC001174852961.jpg;-6,71;0,07
ZINC000157260534;C20H2N5O4;-10,6;0;img/ZINC000157260534.jpg;-5,62;0,08
ZINC000109625246;C17H4FN8O3;-10,7;0;img/ZINC000109625246.jpg;-4,7;0,14
ZINC000009126741;C23N6O6;-10,2;0;img/ZINC000009126741.jpg;-8,61;0,01
ZINC000746943886;C18H2N8O5;-10,4;0;img/ZINC000746943886.jpg;-3,06;0,16
ZINC001201368908;C18H2N7O7P;-11,1;-1;img/ZINC001201368908.jpg;-3,83;0,07
ZINC001174026660;C17H2N5O8PS;-10,1;-1;img/ZINC001174026660.jpg;-2,21;0,12
ZINC000006936235;C24HN6O;-10,9;0;img/ZINC000006936235.jpg;-6,85;0,15
ZINC000589505879;C24HN6O6;-11,7;0;img/ZINC000589505879.jpg;-5,58;0,05
ZINC000431428940;C22HN5O2S;-11;0;img/ZINC000431428940.jpg;-3,58;0,08
ZINC000257265786;C24H3N7O5;-10,7;0;img/ZINC000257265786.jpg;-3,9;0,12
ZINC000547120156;C17HN7O5S;-10,5;0;img/ZINC000547120156.jpg;-3,2;0,16
ZINC000015181741;C24HF3N5O5;-10,7;0;img/ZINC000015181741.jpg;-4,52;0,13
ZINC000022657033;C19CLN10O3;-10,1;0;img/ZINC000022657033.jpg;-4,62;0,13
ZINC000738997347;C18H2N5O5;-10,5;-1;img/ZINC000738997347.jpg;-4,89;0,29
ZINC000012603610;C29HN5O3;-10,5;0;img/ZINC000012603610.jpg;-5,44;0,16
ZINC001185516661;C19H3N6O8P;-11,2;-1;img/ZINC001185516661.jpg;-3,33;0,18
ZINC000040413180;C23H2CLN6O4S;-11;0;img/ZINC000040413180.jpg;-3,99;0,01
ZINC000009153007;C25HN6O;-10,6;0;img/ZINC000009153007.jpg;-6,54;0,14
ZINC001337131849;C16HN5O2;-10,1;-1;img/ZINC001337131849.jpg;-5,22;0
ZINC000157200265;C35H2CL2N12O4;-11,2;0;img/ZINC000157200265.jpg;-5,58;0,26
ZINC001142113646;C17H3N6O9P;-10,8;-1;img/ZINC001142113646.jpg;-3,69;0,17
ZINC000545455740;C17N8O5;-10,1;0;img/ZINC000545455740.jpg;-4,79;0,09
ZINC001218634681;C18H4N6O8P;-10,2;0;img/ZINC001218634681.jpg;-5,69;0,18
ZINC000642371607;C19H2N7O5S;-10,3;0;img/ZINC000642371607.jpg;-2,59;0,06
ZINC000101269007;C31H6N7O6;-11,2;0;img/ZINC000101269007.jpg;-5,15;0,28
ZINC001155203228;C21HN6O2;-10,6;0;img/ZINC001155203228.jpg;-5,82;0,14
ZINC000024905600;C21HN6O6S;-10,2;0;img/ZINC000024905600.jpg;-2,86;0,2
ZINC000009153029;C24HN6O2;-10,6;0;img/ZINC000009153029.jpg;-6,42;0,05
ZINC000761739799;C19N7O5;-10,7;0;img/ZINC000761739799.jpg;-5,62;0,05
ZINC000257313066;C25H4F3N8O3;-10,5;0;img/ZINC000257313066.jpg;-5,18;0,06
ZINC001162032714;C19H3F3N6;-10,2;1;img/ZINC001162032714.jpg;-5,05;0,11
ZINC000298722333;C18H3N8O3;-10,7;0;img/ZINC000298722333.jpg;-4,82;0,09
ZINC000776990781;C19HFN5O4;-10,4;0;img/ZINC000776990781.jpg;-5,02;0,09
ZINC000615881566;C20HCLN7O4;-10,9;0;img/ZINC000615881566.jpg;-4,64;0,26
ZINC000009152984;C23HCLN6O2;-10,8;0;img/ZINC000009152984.jpg;-6,54;0,09
ZINC001178101438;C18H2N7O7P;-11,3;-1;img/ZINC001178101438.jpg;-3,84;0,06
ZINC000008724927;C23F2N6O3;-10,7;0;img/ZINC000008724927.jpg;-5,54;0,1
ZINC000754803971;C19HF3N6O7;-10,4;0;img/ZINC000754803971.jpg;-4,52;0,22
ZINC000049793227;C31H4N7O4;-11;0;img/ZINC000049793227.jpg;-4,57;0,32
ZINC000473160557;C39HN5O;-12,1;0;img/ZINC000473160557.jpg;-7,9;0,13
ZINC000028563229;C25HN7O4;-10,6;0;img/ZINC000028563229.jpg;-6,22;0,17
ZINC000024866148;C22HF3N5O3;-10,5;0;img/ZINC000024866148.jpg;-4,85;0,17
ZINC000045245645;C29HN7O3;-10,4;1;img/ZINC000045245645.jpg;-6,66;0,2
ZINC001190317135;C19H2CLN5O2;-10,3;0;img/ZINC001190317135.jpg;-5,89;0,07
ZINC000009827682;C22HN6O3;-10,1;0;img/ZINC000009827682.jpg;-5,95;0,06
ZINC000257240152;C26HF3N7O4;-11,4;0;img/ZINC000257240152.jpg;-5,18;0,19
ZINC000101408544;C27H2F3N8O2;-10,8;0;img/ZINC000101408544.jpg;-4,66;0,18
ZINC001317943220;C23N6O5;-10,9;0;img/ZINC001317943220.jpg;-5,11;0,06
ZINC001148197670;C18H3N5O9P;-10,1;-1;img/ZINC001148197670.jpg;-4,15;0,05
ZINC000012405757;C32H4N8O4;-11,3;0;img/ZINC000012405757.jpg;-3,75;0,24
ZINC000049785065;C23H6N8O7S;-10,2;0;img/ZINC000049785065.jpg;-2,81;0,22
ZINC000064769116;C25HFN5O3S;-10,6;0;img/ZINC000064769116.jpg;-4,98;0,38
ZINC000029126914;C34H6N8O5;-11,1;1;img/ZINC000029126914.jpg;-5,35;0,36
ZINC000028647813;C27H5N7O8;-11,1;0;img/ZINC000028647813.jpg;-4,58;0,27
ZINC000826354820;C16H2N8O4;-10,2;0;img/ZINC000826354820.jpg;-5,63;0,13
ZINC000642263984;C19H3N7O5;-10,7;0;img/ZINC000642263984.jpg;-4,43;0,2
ZINC001260017055;C20H3N6O6S;-10,2;-1;img/ZINC001260017055.jpg;-3,32;0,31
ZINC000018211421;C22H2BRN7O3;-10,2;0;img/ZINC000018211421.jpg;-5,63;0,28
ZINC000003995845;C18H4CLIN6O4;-10,3;0;img/ZINC000003995845.jpg;-4,84;0,16
ZINC000523108256;C19HN9O3;-10,4;0;img/ZINC000523108256.jpg;-4,34;0,07
ZINC001306984480;C21H3CLN5O3S;-10,5;0;img/ZINC001306984480.jpg;-3,57;0,08
ZINC000027387008;C18H2N6O5S;-10,1;0;img/ZINC000027387008.jpg;-2,38;0,13
ZINC000029048589;C36H2N5O2;-10,5;0;img/ZINC000029048589.jpg;-6,39;0,29
ZINC000009422949;C17H2CL2N7O;-10,1;0;img/ZINC000009422949.jpg;-4,87;0,16
ZINC001197430063;C16HN6O8PS;-10,6;-2;img/ZINC001197430063.jpg;-2,39;0,16
ZINC000029050231;C37H2N5O2;-11,2;0;img/ZINC000029050231.jpg;-6,56;0,22
ZINC001272586831;C18F3N6O4;-11;0;img/ZINC001272586831.jpg;-4,71;0,01
ZINC000049878048;C18H3CLIN6O5;-10,4;-1;img/ZINC000049878048.jpg;-5,49;0,27
ZINC000545703062;C18HN7O5S;-10,5;0;img/ZINC000545703062.jpg;-3,01;0,16
ZINC000426596682;C20H4N7O;-10,5;1;img/ZINC000426596682.jpg;-6,32;0,11
ZINC000020556999;C28N6O;-11,4;0;img/ZINC000020556999.jpg;-7,01;0,12
ZINC000809345779;C19HN8O2;-10,5;0;img/ZINC000809345779.jpg;-6,21;0,04
ZINC000009865547;C21CLN6O3S;-10,7;0;img/ZINC000009865547.jpg;-6,08;0,06
ZINC001142388125;C21FN5O5;-10,2;0;img/ZINC001142388125.jpg;-5,37;0,07
ZINC000066078151;C20CL2N6O5S;-10,1;0;img/ZINC000066078151.jpg;-4,73;0,37
ZINC000049767587;C37H8N8O8;-10,1;0;img/ZINC000049767587.jpg;-2,42;0,37
ZINC001199754586;C18H3N6O8P;-11,1;-1;img/ZINC001199754586.jpg;-3,54;0,1
ZINC000615879309;C20HCLN7O4;-10,5;0;img/ZINC000615879309.jpg;-5,19;0,07
ZINC000027683407;C19H2N7O4;-10,8;0;img/ZINC000027683407.jpg;-4,61;0,14
ZINC000488596112;C24N7O4;-10,9;0;img/ZINC000488596112.jpg;-6,36;0,23
ZINC001185350800;C14HN5O8PS2;-10,2;-2;img/ZINC001185350800.jpg;-2,77;0,02
ZINC000431425245;C25HN6O;-10,1;0;img/ZINC000431425245.jpg;-5,85;0,09
ZINC001150459265;C17H4N9O5S;-10,8;0;img/ZINC001150459265.jpg;-3,81;0,2
ZINC000049792723;C17H4CLN5O10PS;-10,2;-2;img/ZINC000049792723.jpg;-5,59;0,37
ZINC000104063360;C34N5O7;-10,8;0;img/ZINC000104063360.jpg;-6,31;0,3
ZINC000040933273;C21H2N5O3;-10,3;0;img/ZINC000040933273.jpg;-5,93;0,05
ZINC001229737108;C18H2N4O3;-10,8;0;img/ZINC001229737108.jpg;-5,64;0,11
ZINC000084713210;C34H5N7O4;-10,4;0;img/ZINC000084713210.jpg;-4,72;0,53
ZINC000009713050;C23H2N6O4;-10,6;0;img/ZINC000009713050.jpg;-5,59;0,03
ZINC001152798974;C21HN5O3;-10,4;0;img/ZINC001152798974.jpg;-5,35;0,17
ZINC000118097529;C29HFN8;-10,1;0;img/ZINC000118097529.jpg;-6,55;0,01
ZINC000549385193;C18HN6O3;-10,1;0;img/ZINC000549385193.jpg;-5,16;0,02
ZINC000009211051;C21HCLN7O;-10,8;0;img/ZINC000009211051.jpg;-6,23;0,59
ZINC000604377431;C21H2N6O4;-10,6;0;img/ZINC000604377431.jpg;-5,06;0,2
ZINC001241445171;C18HN8;-10,4;0;img/ZINC001241445171.jpg;-7,19;0,01
ZINC000027621131;C22H4FN6O6;-10,3;0;img/ZINC000027621131.jpg;-4,07;0,22
ZINC001183644816;C19H3N5O8P;-11;-1;img/ZINC001183644816.jpg;-3,87;0,18
ZINC000025516721;C22N6O6;-10,1;0;img/ZINC000025516721.jpg;-4,74;0,08
ZINC001470512623;C21H2N7O4;-10,4;0;img/ZINC001470512623.jpg;-4,16;0,13
ZINC000754910355;C21N5O6;-10,5;0;img/ZINC000754910355.jpg;-4,31;0,23
ZINC000012405569;C18H4N6O7S;-10,2;-1;img/ZINC000012405569.jpg;-2,88;0,29
ZINC000425257148;C19HN8O;-10,5;0;img/ZINC000425257148.jpg;-6,74;0,1
ZINC001147474587;C17H2N6O8P;-10,7;-1;img/ZINC001147474587.jpg;-4,84;0,11
ZINC000013559495;C20H2N5O7S;-10,3;0;img/ZINC000013559495.jpg;-4,4;0,12
ZINC001186904634;C17H3N6O8P;-10,5;-1;img/ZINC001186904634.jpg;-3,98;0,2
ZINC000642597009;C20H3N7O5;-10,3;0;img/ZINC000642597009.jpg;-4,44;0,32
ZINC001168053965;C23H6N8O4;-10,3;1;img/ZINC001168053965.jpg;-5,79;0,25
ZINC000257240221;C25H2N7O5;-11,7;0;img/ZINC000257240221.jpg;-6,09;0,11
ZINC000009955744;C22CLN5O5;-10,3;0;img/ZINC000009955744.jpg;-5,87;0,22
ZINC000785338456;C20H2N5O6;-10,2;0;img/ZINC000785338456.jpg;-5,3;0,22
ZINC000008990660;C22HCLN7O2;-10,8;0;img/ZINC000008990660.jpg;-5,99;0,17
ZINC000257328933;C27H3N8O3;-10,8;0;img/ZINC000257328933.jpg;-5,34;0,19
ZINC000101413272;C29H3N9O3;-10,8;0;img/ZINC000101413272.jpg;-5,15;0,15
ZINC000031405742;C24N8O4;-10,3;0;img/ZINC000031405742.jpg;-5,79;0,12
ZINC000432063391;C18H2N10O2;-10,2;0;img/ZINC000432063391.jpg;-4,33;0,11
ZINC000009211271;C22HF2N6O;-10,6;0;img/ZINC000009211271.jpg;-6,4;0,05
ZINC000614041406;C21H2N8O4;-10,6;0;img/ZINC000614041406.jpg;-4,98;0,1
ZINC000013823901;C22H6N6O4;-10,1;0;img/ZINC000013823901.jpg;-4,46;0,25
ZINC000004015709;C38H2N5O6;-10,3;0;img/ZINC000004015709.jpg;-5,47;0,35
ZINC000473155243;C34H2F3N5O2;-10,8;0;img/ZINC000473155243.jpg;-5,47;0,41
ZINC000049877704;C26H2F3N6O4S;-10,5;0;img/ZINC000049877704.jpg;-3,06;0,12
ZINC000781433895;C23H2N6O5;-10,2;1;img/ZINC000781433895.jpg;-6,91;0,27
ZINC000053396468;C22N4O3;-10,4;0;img/ZINC000053396468.jpg;-5,83;0,04
ZINC000040898819;C23H2N5O5;-11,2;0;img/ZINC000040898819.jpg;-6,61;0,08
ZINC000033866870;C21H4N7O5;-10,5;0;img/ZINC000033866870.jpg;-5,31;0,31
ZINC000049767524;C27H4N5O6S;-11;0;img/ZINC000049767524.jpg;-4,24;0,3
ZINC001142385717;C20HN9O5;-10,5;0;img/ZINC001142385717.jpg;-4,5;0,14
ZINC000019717270;C21HN5O4;-10,1;0;img/ZINC000019717270.jpg;-5,58;0,04
ZINC000011692394;C23N5O3;-10,5;0;img/ZINC000011692394.jpg;-5,62;0,11
ZINC000257331813;C25H2N7O4;-10,4;0;img/ZINC000257331813.jpg;-6,38;0,06
ZINC000024149675;C18HF5N5O5;-10,1;0;img/ZINC000024149675.jpg;-4,01;0,03
ZINC000150572440;C40H4N7O5S;-10,2;1;img/ZINC000150572440.jpg;-6,23;0,32
ZINC000067459760;C20H2N5O;-10,1;0;img/ZINC000067459760.jpg;-6,67;0,06
ZINC000521786545;C18H4N8O4;-10,3;0;img/ZINC000521786545.jpg;-4,31;0,25
ZINC001185510632;C19H3N6O8P;-11,1;-1;img/ZINC001185510632.jpg;-3,83;0,07
ZINC000281005895;C19H3N5O4;-10,4;0;img/ZINC000281005895.jpg;-5,38;0,13
ZINC000008636863;C25HN7O2;-10,1;0;img/ZINC000008636863.jpg;-4,89;0,1
ZINC000785332003;C19HN7O6;-10,6;0;img/ZINC000785332003.jpg;-4,44;0,09
ZINC000084722565;C23H4N5O4;-10,1;0;img/ZINC000084722565.jpg;-5,26;0,17
ZINC000377811498;C22H4N6O8S;-10,3;-1;img/ZINC000377811498.jpg;-2,88;0,29
ZINC001186811667;C14HN5O9PS;-10,4;-2;img/ZINC001186811667.jpg;-2,74;0,15
ZINC000001001468;C22BRN6O2S;-10,2;0;img/ZINC000001001468.jpg;-6,2;0,42
ZINC000008591183;C26FN7O;-11,4;0;img/ZINC000008591183.jpg;-7,46;0,05
ZINC000257219469;C25HN7O4;-10,7;0;img/ZINC000257219469.jpg;-5,62;0,12
ZINC000058568420;C26H5N9O8S;-10,4;-1;img/ZINC000058568420.jpg;-4,18;0,49
ZINC000049778056;C17H7N10O11P2;-11;-2;img/ZINC000049778056.jpg;-1,11;0,49
ZINC000908973092;C20HN8;-10,1;0;img/ZINC000908973092.jpg;-7,1;0,03
ZINC000785284405;C19HN5O5;-10,3;0;img/ZINC000785284405.jpg;-5,04;0,06
ZINC000016263488;C22FN6O4;-10,2;0;img/ZINC000016263488.jpg;-5,14;0,07
ZINC001187610366;C23H3N8O4;-10,6;0;img/ZINC001187610366.jpg;-5,15;0,19
ZINC000049771861;C23H7N9O8S;-11,2;0;img/ZINC000049771861.jpg;-3,73;0,24
ZINC001154861979;C18HN7;-10,2;0;img/ZINC001154861979.jpg;-6,22;0,01
ZINC000001101573;C30N7O6;-11,1;-1;img/ZINC000001101573.jpg;-6,9;0,16
ZINC000245232155;C31H3N4O7;-10,7;0;img/ZINC000245232155.jpg;-4,84;0,41
ZINC000034694019;C26F2N4O2;-10,2;0;img/ZINC000034694019.jpg;-5,67;0,02
ZINC000150367001;C31HCL3N4O7S;-10,4;0;img/ZINC000150367001.jpg;-5,81;0,29
ZINC000028342254;C27HN6O5;-10,6;0;img/ZINC000028342254.jpg;-6,6;0,19
ZINC001188066227;C17H2N6O7P;-10,1;-1;img/ZINC001188066227.jpg;-3,33;0,11
ZINC001194343234;C17H4N7O7P;-11,5;-1;img/ZINC001194343234.jpg;-2,79;0,16
ZINC000025920283;C20H2N6O3;-10,2;0;img/ZINC000025920283.jpg;-5,13;0,28
ZINC000101974562;C29F4N4O2;-10,1;0;img/ZINC000101974562.jpg;-6,14;0,05
ZINC000328696393;C19H2N7O3;-10,3;0;img/ZINC000328696393.jpg;-5,07;0,09
ZINC000015865169;C25H3FN5O3;-10,2;0;img/ZINC000015865169.jpg;-6,37;0,35
ZINC000680517012;C22HN7O4;-10,3;0;img/ZINC000680517012.jpg;-4,77;0,16
ZINC001170713642;C19H3N6O3;-10,5;1;img/ZINC001170713642.jpg;-6,65;0,03
ZINC000502694229;C18N6O6S;-10,1;0;img/ZINC000502694229.jpg;-2,37;0,14
ZINC000028242951;C36H4N6O5;-10,5;0;img/ZINC000028242951.jpg;-5,5;0,24
ZINC000040786624;C18H2FN5O6P;-10,4;0;img/ZINC000040786624.jpg;-3,49;0,24
ZINC000522823304;C21H2N7O4;-10,5;0;img/ZINC000522823304.jpg;-4,95;0,1
ZINC001170216264;C15H6N9O2;-10,2;1;img/ZINC001170216264.jpg;-6,45;0,24
ZINC000497585957;C20FN5O4;-10,4;0;img/ZINC000497585957.jpg;-5,09;0,16
ZINC000738859205;C19H2N8O5;-10,5;0;img/ZINC000738859205.jpg;-3,62;0,21
ZINC000498941556;C24H3N8O3;-10,7;1;img/ZINC000498941556.jpg;-5,77;0,44
ZINC000507092341;C17HN7O6S;-10,8;0;img/ZINC000507092341.jpg;-3,86;0,31
ZINC000013678681;C20H3CLN6O3S;-10,1;0;img/ZINC000013678681.jpg;-5,06;0,3
ZINC000299836626;C30H4BRN6O3;-10,1;0;img/ZINC000299836626.jpg;-6,55;0,23
ZINC000032937934;C25N6O5;-10,4;0;img/ZINC000032937934.jpg;-6,12;0,19
ZINC001142389163;C21HN6O5;-10,3;0;img/ZINC001142389163.jpg;-4,6;0,31
ZINC000104249228;C30H3N7O7;-10,4;0;img/ZINC000104249228.jpg;-4,49;0,43
ZINC001201228631;C17H3N7O7P;-10,6;-1;img/ZINC001201228631.jpg;-4,27;0,02
ZINC001136665067;C17H3N7OS;-10,1;0;img/ZINC001136665067.jpg;-4,49;0,1
ZINC000072174569;C21H2N6O2;-10,1;1;img/ZINC000072174569.jpg;-8,17;0,07
ZINC000008614718;C31H3N7O8;-10,6;-1;img/ZINC000008614718.jpg;-4,28;0,46
ZINC000005318173;C32HCLN10O6;-11,9;0;img/ZINC000005318173.jpg;-4,3;0,38
ZINC000028460631;C26F3N5O2S;-10,4;0;img/ZINC000028460631.jpg;-7,01;0,16
ZINC000067658979;C18H3N6O3;-10,3;0;img/ZINC000067658979.jpg;-5,09;0,05
ZINC000005690638;C17HN6O3S;-10,1;0;img/ZINC000005690638.jpg;-5,38;0,07
ZINC001170214184;C21H3N7O2;-10,2;-1;img/ZINC001170214184.jpg;-5,33;0,29
ZINC001188066228;C17H2N6O7P;-11,1;-1;img/ZINC001188066228.jpg;-3,19;0,17
ZINC000804644570;C20H3FN7O4;-10,4;0;img/ZINC000804644570.jpg;-5,28;0,42
ZINC000040461547;C22HN5O7;-10,2;0;img/ZINC000040461547.jpg;-5,22;0,15
ZINC000822590721;C16H5N9O4;-10,5;0;img/ZINC000822590721.jpg;-5,65;0,1
ZINC001154572705;C19H2N8O;-10,3;0;img/ZINC001154572705.jpg;-5,58;0,01
ZINC001164854883;C21H2CLF2N6O2;-11,1;0;img/ZINC001164854883.jpg;-6,47;0,14
ZINC000822409565;C19H2N6O2;-10,2;1;img/ZINC000822409565.jpg;-6,94;0,06
ZINC001188023680;C20H5N7O5S;-10,2;0;img/ZINC001188023680.jpg;-4,52;0,19
ZINC000589866152;C20F2N6O4;-10,5;0;img/ZINC000589866152.jpg;-4,3;0,12
ZINC000097969335;C30H3N7O5;-10,1;0;img/ZINC000097969335.jpg;-5,79;0,5
ZINC000034693494;C26FN4O2;-10,1;0;img/ZINC000034693494.jpg;-5,78;0,01
ZINC000662589051;C19H4N6O3;-10,2;1;img/ZINC000662589051.jpg;-7,53;0,16
ZINC000072139430;C29H3FN7O5;-11,7;0;img/ZINC000072139430.jpg;-6,21;0,32
ZINC000299828366;C23H2N4O9P;-10,7;-3;img/ZINC000299828366.jpg;-4,8;0,27
ZINC001190332503;C19H3N5O3;-10,5;0;img/ZINC001190332503.jpg;-6,33;0,07
ZINC000012405756;C29H4N7O4;-11,6;0;img/ZINC000012405756.jpg;-5,06;0,41
ZINC000150664074;C40H7N11O6;-11,2;0;img/ZINC000150664074.jpg;-2,94;0,69
ZINC000031593122;C21HFN6O5S;-10,5;0;img/ZINC000031593122.jpg;-2,69;0,15
ZINC000020556947;C27H2N7O;-10,6;1;img/ZINC000020556947.jpg;-7,06;0,25
ZINC000049031310;C24H4N5O4;-10,1;0;img/ZINC000049031310.jpg;-5,23;0,43
ZINC000010233907;C23H2CLN7O2;-10,4;1;img/ZINC000010233907.jpg;-6,64;0,15
ZINC000096901261;C34H6N6O9P;-11;0;img/ZINC000096901261.jpg;-2,57;0,3
ZINC000008426032;C33HN11O4;-11,4;0;img/ZINC000008426032.jpg;;
ZINC000557675233;C20H5N8O4;-10,3;0;img/ZINC000557675233.jpg;-4,71;0,31
ZINC000150539291;C32H6N6O9P;-10,9;0;img/ZINC000150539291.jpg;-2,56;0,52
ZINC000029060679;C27H2N7O3;-11,1;0;img/ZINC000029060679.jpg;-5,93;0,16
ZINC000100928034;C22H7N10O7;-10,1;0;img/ZINC000100928034.jpg;-5,38;0,4
ZINC000017144419;C21HFN6O3;-10,1;0;img/ZINC000017144419.jpg;-5,61;0,02
ZINC000049771804;C33H4N7O4;-11,6;0;img/ZINC000049771804.jpg;-4,92;0,71
ZINC000009670581;C23N6O4S;-10,1;0;img/ZINC000009670581.jpg;-4,88;0,2
ZINC000012323839;C21HN8O2;-10,1;0;img/ZINC000012323839.jpg;-4,75;0,03
ZINC000473161101;C38HN5O;-11,7;0;img/ZINC000473161101.jpg;-7,74;0,12
ZINC000095474115;C25H2N8O2;-10,6;0;img/ZINC000095474115.jpg;-6,37;0,02
ZINC000377722060;C20H2N5O3;-10,4;1;img/ZINC000377722060.jpg;-7,95;0,03
ZINC000067657843;C19H3N5O3;-10,1;0;img/ZINC000067657843.jpg;-5,41;0,19
ZINC000245241449;C38HF3N5O8;-11;0;img/ZINC000245241449.jpg;-4,99;0,4
ZINC000029124639;C22H2N6O8P;-10,1;-2;img/ZINC000029124639.jpg;-4,52;0,12
ZINC000096901191;C36H5N6O4;-11,3;0;img/ZINC000096901191.jpg;-5,38;0,32
ZINC001173942214;C17H2N5O8PS;-10,2;-1;img/ZINC001173942214.jpg;-2,64;0,17
ZINC000256673676;C19H8N7O13P;-10,7;-1;img/ZINC000256673676.jpg;-0,3;0,1
ZINC000523180227;C20H2N8O3;-10,1;0;img/ZINC000523180227.jpg;-4,37;0,18
ZINC000150573863;C40H5N8O5S;-10,3;1;img/ZINC000150573863.jpg;-5,5;0,42
ZINC001150923951;C15H4N6O3;-10,1;0;img/ZINC001150923951.jpg;-4,27;0,11
ZINC000761790838;C20H3N7O4;-10,3;0;img/ZINC000761790838.jpg;-4,92;0,09
ZINC000008459609;C18H2N6O4;-10,4;0;img/ZINC000008459609.jpg;-4,29;0,07
ZINC000084727683;C38H4CLN6O3;-12,5;0;img/ZINC000084727683.jpg;-7,92;0,25
ZINC000511876742;C19H2N8O4;-10,3;0;img/ZINC000511876742.jpg;-3,54;0,16
ZINC001585535992;C21H4N6O4;-10,2;0;img/ZINC001585535992.jpg;-6,14;0,18
ZINC000004039258;C25CLN5O4;-10,2;0;img/ZINC000004039258.jpg;-7,88;0,47
ZINC000010102917;C23FN5O3;-10,3;0;img/ZINC000010102917.jpg;-5,2;0,12
ZINC000103267372;C21CLFN5O3S2;-10,7;-3;img/ZINC000103267372.jpg;-6,18;0,22
ZINC000731747006;C19H2FN7O4;-10,7;0;img/ZINC000731747006.jpg;-4,81;0,2
ZINC001147672113;C16H3N6O7PS;-10,5;-1;img/ZINC001147672113.jpg;-3,25;0,04
ZINC000006936340;C23HN6O;-10,6;0;img/ZINC000006936340.jpg;-6,44;0,29
ZINC001198840637;C19H2N5O8P;-11;-1;img/ZINC001198840637.jpg;-4,11;0,19
ZINC000103248637;C24F3N7O3;-10,6;0;img/ZINC000103248637.jpg;-4,74;0,27
ZINC000473154225;C36HN5O2;-11,3;0;img/ZINC000473154225.jpg;-7,43;0,27
ZINC000006899854;C21HN7O;-10,2;0;img/ZINC000006899854.jpg;-6,23;0,03
ZINC000473905854;C17H4N9O3;-10,3;0;img/ZINC000473905854.jpg;-5,57;0,18
ZINC000048998734;C22H5N5O5;-10,2;0;img/ZINC000048998734.jpg;-5,09;0,2
ZINC000004901055;C31CLN4O7;-10,2;0;img/ZINC000004901055.jpg;-5,15;0,47
ZINC001187618713;C19H6N10O2;-10,6;0;img/ZINC001187618713.jpg;-4,04;0,19
ZINC000785173730;C19H2N5O5;-10,6;0;img/ZINC000785173730.jpg;-5,6;0,2
ZINC000257201248;C25H3N7O7;-11,5;0;img/ZINC000257201248.jpg;-3,75;0,46
ZINC000521169694;C18H2N8O5;-10,8;0;img/ZINC000521169694.jpg;-6,11;0,15
ZINC000028334461;C27HF3N6O4;-11;0;img/ZINC000028334461.jpg;-6,08;0,19
ZINC000785334101;C20HN5O4;-10,2;0;img/ZINC000785334101.jpg;-5,49;0,21
ZINC000010970071;C24N6O3;-10,2;0;img/ZINC000010970071.jpg;-6,1;0,15
ZINC001183585186;C18H2N7O7P;-10,8;-1;img/ZINC001183585186.jpg;-4,41;0,18
ZINC000044387166;C21H7N8O7S;-10,8;-1;img/ZINC000044387166.jpg;-1,69;0,34
ZINC000019898257;C24H2FN5O5;-10,4;0;img/ZINC000019898257.jpg;-5,68;0,32
ZINC000478289314;C19H2FN7O5;-10,4;0;img/ZINC000478289314.jpg;-4,07;0,29
ZINC000473906005;C17H2N9O3;-10,1;0;img/ZINC000473906005.jpg;-4,61;0,1
ZINC000077177481;C22FN7O3S;-11,2;0;img/ZINC000077177481.jpg;-6,93;0,09
ZINC000507103307;C18HF3N6O4S;-10,7;0;img/ZINC000507103307.jpg;-2,2;0,11
ZINC000029057306;C19H2N6O6;-10,8;0;img/ZINC000029057306.jpg;-8,04;0,14
ZINC001158849533;C20CLFN5;-10,1;0;img/ZINC001158849533.jpg;-6,7;0,01
ZINC000034693283;C30CLN4O3;-10,2;0;img/ZINC000034693283.jpg;-6,91;0,27
ZINC000000679457;C22HCLN8O4;-10,3;0;img/ZINC000000679457.jpg;-7,5;0,08
ZINC000785359661;C18HN8O4;-10,3;0;img/ZINC000785359661.jpg;-5,79;0,16
ZINC000029478231;C30HN9;-10,9;0;img/ZINC000029478231.jpg;-7,62;0,18
ZINC000683516793;C19H4N5O4;-10,4;0;img/ZINC000683516793.jpg;-5,71;0,13
ZINC000009211039;C23HCLN6O;-10,7;0;img/ZINC000009211039.jpg;-6,43;0,03
ZINC001161354239;C19H5N8O4S;-10,2;1;img/ZINC001161354239.jpg;-4,16;0,03
ZINC001142385059;C22HN7O5;-10,8;0;img/ZINC001142385059.jpg;-4,89;0,11
ZINC000006936193;C24HN6O;-10,6;0;img/ZINC000006936193.jpg;-6,41;0,08
ZINC000095613035;C21H10N10O18P3;-11,4;-2;img/ZINC000095613035.jpg;;
ZINC000785142008;C19HN6O5;-10,4;0;img/ZINC000785142008.jpg;-4,56;0,26
ZINC000025783808;C25HN7O4;-10,8;0;img/ZINC000025783808.jpg;-7,21;0,3
ZINC000084635425;C21H5N6O11S;-10,6;0;img/ZINC000084635425.jpg;-1,93;0,27
